Kilometers_Driven,Fuel_Type,Transmission,Engine CC,Power,Seats,Mileage Km/L,Price
75000,Petrol,Manual,1298,88.2,5,16.1,2.85
39237,Diesel,Automatic,1968,174.33,5,17.11,25.64
11966,Petrol,Manual,1497,116.3,5,16.8,10.28
37000,Petrol,Manual,1199,88.7,5,18.2,6.3
70920,Diesel,Manual,1498,88.8,5,20.14,4.75
65280,Diesel,Manual,1461,83.14,5,19.87,5.8
62000,Diesel,Automatic,2179,187.7,7,12.51,44.5
44525,Petrol,Manual,1197,82.9,5,18.5,4.65
86863,Petrol,Manual,1497,118,5,17,3.6
102626,Diesel,Manual,2179,140,7,16,12.25
45000,Diesel,Manual,1956,170,5,16.3,20
22000,Diesel,Manual,2179,140,7,16,16
108905,Diesel,Automatic,2179,120,8,11.79,6.21
12800,Petrol,Manual,1198,67,7,19.44,3.25
32000,Diesel,Manual,2179,120,7,15.4,9.75
39000,Petrol,Automatic,1198,86.7,5,15.5,4.45
42000,Diesel,Manual,1498,98.6,5,25.6,12
73000,Petrol,Manual,1396,65,5,14.4,0.8
48000,Diesel,Manual,1186,73.97,5,24,5.95
18000,CNG,Manual,796,40.3,4,33.44,3
19000,Petrol,Manual,1396,105.5,5,17.43,5.25
33598,Diesel,Manual,2393,147.8,7,13.68,22.2
63000,Diesel,Automatic,1995,184,5,17.05,13.5
48000,Diesel,Automatic,1968,138.03,5,16.96,13.5
66000,Diesel,Manual,1399,68.05,5,20,3.47
80000,Diesel,Automatic,2696,184,7,11.18,9.5
37000,Petrol,Manual,1598,103.6,5,15.04,4.8
35058,Petrol,Manual,1598,103.52,5,15,6.54
52000,Petrol,Manual,1198,73.9,5,16.47,3.1
61313,Diesel,Manual,1248,88.5,5,23.65,7.99
45000,Petrol,Manual,1798,138.1,5,14.53,3.3
74000,Diesel,Manual,1248,88.8,7,20.77,8.75
89000,Petrol,Automatic,1197,80,5,19.2,4.19
13414,Diesel,Automatic,2143,136,5,17.9,30.77
95000,Petrol,Manual,1497,100,5,16.9,2.11
15900,Petrol,Manual,1198,82,6,18.15,6.25
151000,Diesel,Manual,2982,171,7,11.5,11.4
65000,Petrol,Manual,1497,118,5,17,5.2
36824,Diesel,Automatic,1968,187.74,5,18.53,39.84
65287,Diesel,Manual,1399,68.05,5,20,4.45
52000,Diesel,Automatic,2143,136,5,17.9,19.5
33000,Petrol,Manual,1150,74.9,5,15.26,1.75
71000,Diesel,Manual,1498,99,5,25.83,5.1
71000,Diesel,Automatic,1582,126.2,5,22.7,6.8
20000,Petrol,Automatic,1197,83.1,5,21.4,5.74
71000,Petrol,Manual,1197,85,5,16.1,3.3
29000,Diesel,Automatic,3498,271.72,4,9.9,32
27000,Diesel,Automatic,1995,190,5,21.76,35
19000,Diesel,Automatic,1248,73.75,5,28.4,8.9
58000,Petrol,Manual,1591,121.3,5,17.01,4
42203,Diesel,Manual,1956,170,5,17.1,19.46
94000,Diesel,Automatic,1991,142,5,11.4,5.25
52000,CNG,Manual,1196,73,5,15.1,2.6
4900,Diesel,Manual,1497,108.5,5,21.5,9.22
70000,Petrol,Manual,814,55.2,5,21.1,1.8
100000,Diesel,Manual,1405,74,5,13.5,1.3
65266,Diesel,Automatic,2993,258,5,14.69,31.75
54569,Diesel,Manual,1248,88.76,7,20.77,5.99
51361,Petrol,Manual,1198,86.7,5,18,4.94
125000,Petrol,Manual,1388,68,5,16.6,1.5
66000,Petrol,Manual,1799,130,5,13.5,3.25
65047,LPG,Manual,1061,57.5,5,17.3,1.95
22281,Diesel,Manual,1248,88.8,7,20.77,6.5
63210,Diesel,Manual,1120,70,5,24,3.71
31000,Petrol,Manual,1197,81.86,5,20.14,5
60000,Petrol,Manual,1086,68.05,5,19.81,1.99
32006,Petrol,Manual,1198,86.7,5,18,4.25
78000,Diesel,Automatic,2698,179.5,5,12.4,8
9489,Petrol,Manual,1197,78.9,5,20.36,2.95
5000,Petrol,Manual,799,53.3,5,25.17,3.5
60000,Diesel,Automatic,1968,140.8,5,15.2,16
50000,Petrol,Manual,796,47.3,5,22.74,2.75
53000,Petrol,Manual,1497,117.3,5,17.8,6.95
64000,Petrol,Automatic,1796,186,5,11.74,12.5
43827,Diesel,Automatic,2967,241.4,5,13.22,36.83
36431,Petrol,Manual,1199,74,5,16.2,2.7
35000,Diesel,Manual,1396,88.7,5,21.38,9.9
94832,Petrol,Manual,1497,118,5,17,3.83
88381,Petrol,Manual,1497,118,5,17,5.25
45194,Diesel,Manual,1598,118,5,22.7,7.75
66000,Petrol,Manual,1586,103.2,5,16.51,2.46
38578,Diesel,Manual,1248,74,5,23.4,3.96
40000,Diesel,Manual,1248,88.8,7,20.77,8.25
20632,Petrol,Manual,1197,81.83,5,18.6,7.58
73042,Diesel,Manual,1120,70,5,24,3.99
54257,Petrol,Manual,1497,117.3,5,17.4,6.25
93000,Diesel,Manual,1598,103.5,5,20.5,5
102000,Diesel,Automatic,2987,198.5,5,11,4.65
28881,Diesel,Automatic,2199,194.3,7,13.01,21.37
52195,Petrol,Manual,796,46.3,5,19.7,1.75
20422,Diesel,Manual,2499,134,5,12.4,16.09
38000,Diesel,Manual,1396,88.7,5,24.8,4.1
92885,Diesel,Manual,1399,68,5,20,3.56
43000,Petrol,Manual,1497,118,5,17,4.21
70478,Diesel,Manual,1248,74,5,17.8,6.86
57000,Diesel,Manual,1582,126.2,5,23.9,6.6
32434,Petrol,Automatic,1591,121.3,5,13,14.35
32000,Diesel,Manual,1498,89.84,5,22.7,9.5
59000,Diesel,Automatic,2993,241,4,11.2,21.9
76467,Diesel,Automatic,1995,190,5,18.12,30.45
100000,Diesel,Manual,1498,99,5,25.83,5.1
37086,Petrol,Automatic,1591,121.3,5,17,5.44
135000,Diesel,Manual,1399,68,5,13.8,1.6
54862,Diesel,Automatic,1968,174.33,5,17.68,16.67
67758,Petrol,Manual,2354,74,5,10.8,9.5
56200,Petrol,Automatic,1396,98.6,5,15,3.85
169006,Diesel,Manual,2755,174.5,7,14.24,10.64
20229,Petrol,Manual,799,53.3,5,25.17,3.5
62000,Petrol,Manual,995,62,5,18,1.1
51500,Petrol,Manual,1599,103.2,5,16.2,2.6
69000,Diesel,Automatic,1995,184,5,18.88,18.5
167000,Petrol,Manual,1086,74,5,0,1.35
62476,Diesel,Manual,1248,74,5,26.59,7.95
60500,Diesel,Manual,1186,73.97,5,25.4,5.49
17978,Petrol,Automatic,1199,88.7,5,19,6.95
300000,Diesel,Manual,1405,70,5,17,1
123000,Diesel,Manual,1399,67,5,17.8,4.45
45296,Diesel,Manual,1248,88.5,5,25.1,6.99
77325,Petrol,Manual,1586,104.68,5,15.6,3.51
25858,Petrol,Automatic,1197,83.1,5,21.4,7.54
120000,Diesel,Manual,1248,73.94,5,23.2,3.65
22000,Diesel,Automatic,1582,126.24,5,19.5,16
11000,Petrol,Manual,995,62.1,5,16.2,1.4
3900,Petrol,Manual,1197,81.83,5,18.6,6.45
106092,Diesel,Manual,1120,71,5,24.4,4.4
27000,Petrol,Automatic,1199,88.7,5,19,5.95
11000,Petrol,Manual,1198,86.8,5,19.4,3.9
39753,Diesel,Automatic,2143,201.1,5,13,35.28
39800,Diesel,Manual,2179,153.86,7,17.6,14.25
73000,Diesel,Manual,1120,71,5,24.4,4.5
55000,Diesel,Manual,1498,89.84,5,22.7,7.5
18351,Petrol,Automatic,624,37.48,4,21.9,3.41
45000,Petrol,Manual,1198,86.8,5,19.4,3.25
112200,Diesel,Manual,1248,88.5,7,24.52,8.3
29000,Petrol,Manual,1197,78.9,5,20.36,3.45
57309,Petrol,Manual,1086,74,5,17,2.1
53392,Diesel,Manual,2179,140,7,16,11.95
71000,Diesel,Manual,1598,103.6,5,20.54,4.25
93000,Diesel,Manual,2179,138.1,7,14,8.25
119000,Petrol,Manual,2354,180,5,10.2,5.95
42225,Petrol,Manual,1196,73,7,15.1,4.3
65000,Diesel,Manual,1248,74,5,22.9,3.9
27809,Petrol,Automatic,1197,83.1,5,21.4,6.41
65100,Diesel,Manual,2179,140,7,15.1,8.36
51000,Petrol,Manual,1197,82,5,19.1,3.85
10000,Diesel,Automatic,2143,167.62,5,19.27,36
54895,Petrol,Manual,1798,160,5,13.14,7.5
80768,Diesel,Manual,1498,88.73,5,20.14,5.7
12076,Petrol,Manual,1197,81.8,5,20.89,5.5
49000,Diesel,Manual,1248,74,5,25.2,5.9
42366,Petrol,Manual,1497,117.3,5,17.8,7.75
68000,Diesel,Automatic,2993,235,5,11.5,18
122397,Diesel,Manual,1896,106,5,17.5,4.4
50534,Petrol,Automatic,1197,103.5,5,17.21,8.27
55300,Diesel,Manual,1461,83.8,5,19.87,4.75
73095,Petrol,Automatic,1497,118,5,16.8,3.8
51100,Diesel,Manual,1598,103.6,5,20.54,3.4
13436,Petrol,Manual,1197,82,5,18.9,4.7
76000,Petrol,Manual,1388,68,5,16.6,1.49
63141,Diesel,Manual,1120,71,5,24.4,4.5
74885,Diesel,Manual,1498,98.6,5,25.8,5.4
14000,Petrol,Automatic,1497,117.3,5,18,11.5
56000,Diesel,Manual,1461,108.5,5,20.4,3.5
46000,Diesel,Automatic,1995,190,5,22.48,16.5
51800,Petrol,Manual,1586,103.3,5,15.5,3.9
81000,Petrol,Automatic,1497,78,5,16.4,3.25
17370,Petrol,Manual,1198,73.75,5,17,5.84
18456,Petrol,Manual,1198,73.75,5,17,5.75
59000,Diesel,Automatic,1968,140,5,16.55,10
141537,Petrol,Manual,998,67.1,5,18.9,1.05
51000,Diesel,Automatic,1582,126.32,5,19.08,5.64
29311,Diesel,Automatic,2143,170,5,17.9,50.97
31000,Diesel,Automatic,1995,190,5,21.76,29.95
80000,Diesel,Manual,1498,98.6,7,24.2,4.85
33000,Diesel,Automatic,1582,126.2,5,17.01,14.5
71556,Petrol,Manual,1497,118,5,17,5.5
85000,Diesel,Manual,1399,68,5,17.8,3.2
91000,Diesel,Manual,1248,74,5,26.59,4.5
73187,Diesel,Automatic,2143,204,5,13,30.72
232000,Diesel,Manual,1991,147.9,7,11.5,3.5
127079,Diesel,Manual,2494,102,7,12.8,6.99
58816,Diesel,Manual,1493,100,7,17.21,3.45
63818,Petrol,Manual,1497,117.3,5,17.4,6.57
40000,Diesel,Automatic,1968,174.33,5,17.11,17.5
77445,Diesel,Manual,1199,73.9,5,22.07,3.75
14000,Petrol,Automatic,1497,121.36,5,14.8,9.99
85122,Diesel,Manual,2494,100,7,12.99,8.2
123000,Petrol,Manual,1493,100,5,13,1.1
61000,CNG,Manual,1586,85.7,5,22.1,3.89
63714,Petrol,Manual,796,47.3,5,24.7,2.45
53000,Diesel,Automatic,2987,224.34,5,8.7,13.75
60000,Diesel,Manual,1248,74,5,26.59,3
33000,Diesel,Manual,1248,88.5,5,24.3,9.25
31000,Diesel,Automatic,2400,215,5,13.2,17.65
79000,Diesel,Automatic,2982,168.5,7,12.55,18.25
67914,Diesel,Manual,1396,90,5,23,3.45
58970,Diesel,Automatic,1968,174.33,5,17.11,23.75
60000,Diesel,Manual,1461,108.5,5,19.64,5.45
35225,Petrol,Automatic,998,67.04,5,23.1,5.25
69496,Petrol,Manual,1298,74,5,15.9,1.1
62282,Petrol,Automatic,1197,78.9,5,16.95,2.9
80000,Diesel,Automatic,1995,190,5,22.69,14.2
43698,Petrol,Manual,1197,82,5,18.9,5.8
28052,Petrol,Automatic,1197,82,5,18.9,7.22
29091,Petrol,Manual,1197,81.86,5,18.9,4.87
63000,Petrol,Manual,1198,74,5,16.47,3.3
91000,Petrol,Manual,1497,78,5,17.7,3
30000,Diesel,Automatic,2143,136,5,17.9,26
24571,Petrol,Manual,796,35,5,14,2.9
45000,Petrol,Automatic,1591,121.3,5,15.74,7.5
24617,Petrol,Manual,796,47.3,5,22.74,2.36
26927,Diesel,Manual,1248,88.5,5,24.3,11.39
87736,Diesel,Manual,2179,140,7,15.1,7.02
35299,Diesel,Manual,1248,88.5,5,24.3,8
51612,Petrol,Manual,1197,81.83,5,18.6,7.11
55300,Diesel,Automatic,1796,157.7,5,10,3.9
65090,Petrol,Manual,796,46.3,5,19.7,2.15
40000,Petrol,Manual,1198,86.7,5,18,3.25
38467,Diesel,Automatic,2993,255,5,12.65,70.66
71904,Diesel,Manual,1120,70,5,24,4.61
87000,Petrol,Manual,1799,130,5,13.5,2.35
33000,Diesel,Manual,1120,70,5,24,4.05
22100,Petrol,Manual,796,37,4,16.1,0.8
59589,Diesel,Manual,1364,67.1,5,23.59,5.6
44000,Diesel,Manual,1396,88.73,5,22.54,5.35
12000,Petrol,Manual,998,67.1,5,24.07,3.25
66000,Diesel,Automatic,1995,184,5,17.05,11.5
38009,Petrol,Automatic,998,67.04,5,23.1,4.25
35000,Petrol,Automatic,1798,157.75,5,13.7,4.45
70000,Diesel,Manual,2498,112,7,14,2.85
86000,Diesel,Manual,2179,140,7,15.1,7.85
32000,Petrol,Manual,1197,85.8,5,19.1,5.3
15000,Petrol,Manual,999,123.24,5,18.88,8
69918,Diesel,Manual,1364,87.2,5,21.43,9.43
39000,Petrol,Manual,1197,80,5,18.5,2.75
1011,Diesel,Manual,1461,108.45,5,20.37,13.5
85000,Diesel,Automatic,2987,198.5,5,11,9.99
46663,Petrol,Manual,998,100,5,21.1,6.95
27000,Petrol,Automatic,1498,99.6,5,17.97,6.75
15000,Petrol,Automatic,1197,82,5,18.9,5.5
10575,Petrol,Manual,1462,103.25,5,21.56,9.18
12500,Petrol,Manual,1197,82,5,19.1,4.15
52000,Diesel,Manual,1582,126.32,5,22.32,6.5
49818,Petrol,Manual,1197,81.8,5,21.5,4.11
90000,Diesel,Manual,1493,110,5,16.8,2.25
52207,Petrol,Manual,1197,78.9,5,17.71,4.56
167362,Diesel,Manual,2498,112,7,11.68,4
49894,Diesel,Manual,1364,67.06,5,23.59,5.27
13024,Diesel,Manual,2523,63,7,18.06,9.11
128000,Diesel,Manual,1995,147.6,5,14.42,6.2
26023,Diesel,Automatic,2755,171.5,7,11.36,19.97
42784,Diesel,Manual,1396,88.7,5,21.38,10.17
115000,Diesel,Manual,1248,74,5,28.4,4.5
30529,Diesel,Manual,1582,126.2,5,23.9,14.28
14814,Petrol,Manual,796,46.3,5,19.7,2.47
58000,Diesel,Manual,1248,88.5,5,23.65,7.9
68128,Petrol,Manual,814,55.2,5,21.1,2.3
63220,Petrol,Manual,1598,102.5,5,13.24,6.5
30000,Petrol,Manual,814,55.2,5,21.1,3.25
27768,Diesel,Manual,1248,88.7,5,20.65,5.85
53000,Diesel,Automatic,2143,203,5,14.21,29
87652,Diesel,Automatic,1968,174.3,5,14.16,25.71
94873,Petrol,Manual,1596,101,5,15.3,1.85
56000,Diesel,Automatic,1995,184,5,18.88,22.75
18678,Petrol,Manual,998,100,5,21.1,8.32
30000,Diesel,Automatic,2143,203,5,14.21,26
59000,Petrol,Manual,1197,78.9,5,20.36,3.45
13000,Petrol,Manual,1197,82,5,18.9,5.15
74325,Petrol,Manual,1198,86.8,5,19.4,3.51
45000,Diesel,Manual,1396,88.76,5,21.9,3.45
57000,Petrol,Manual,1198,73.9,5,16.47,3.75
125943,Petrol,Manual,1493,100,5,13,1.45
80000,Diesel,Manual,1896,66,5,18.7,2.2
154000,Diesel,Manual,2499,141,7,13.1,7.99
62000,Diesel,Manual,1991,147.9,5,18.3,6.75
45000,Diesel,Manual,1498,98.6,7,24.2,5
105000,Diesel,Manual,1248,88.76,7,20.77,5.9
26000,Petrol,Manual,1197,82,5,18.9,3.75
30900,Diesel,Automatic,2993,270.9,5,14.74,29.5
48000,Petrol,Manual,1198,86.7,5,18,4.75
112719,Diesel,Automatic,2698,179.5,5,12.4,11.5
5000,Petrol,Manual,1197,81.83,5,18.6,6.95
16000,Petrol,Manual,1198,73.75,5,17,5.4
63000,Petrol,Automatic,1997,135.1,5,13.4,4.75
28300,Petrol,Manual,998,67.1,5,24.07,2.15
49000,Petrol,Manual,796,46.3,5,19.7,0.9
12501,Petrol,Manual,998,67.04,5,20.51,3.5
56628,Diesel,Manual,1248,92,5,20.4,5.85
105000,Diesel,Manual,1248,73.9,5,19.3,3.15
52126,Diesel,Manual,1461,84.8,5,21.64,6
38000,Petrol,Manual,1197,80,5,18.5,2.23
50000,Petrol,Manual,1197,82,5,19.1,2.5
50230,Petrol,Manual,998,67.1,5,18.9,3.87
31000,Diesel,Manual,2179,140,7,15.1,9.5
79000,Diesel,Automatic,2982,168.5,7,12.55,17.75
130000,Diesel,Manual,1461,108.45,5,19.64,3.75
115000,Petrol,Manual,1086,62.1,5,17.92,1.5
41500,Petrol,Manual,1591,121.3,5,17.01,5
54385,Diesel,Automatic,1995,177,5,15.06,17
56361,Petrol,Automatic,1799,130,5,12.9,4.38
22000,Petrol,Automatic,1798,187.74,5,15.26,41.5
8000,Petrol,Manual,998,67.04,5,20.51,3
28741,Diesel,Manual,1248,88.5,5,24.3,11
117236,Diesel,Automatic,2720,190,7,11.8,14
30500,Diesel,Automatic,1248,74,5,26.59,7.65
5000,Petrol,Manual,1591,121.3,5,17,8.7
42000,Diesel,Manual,1248,88.5,7,25.47,9.9
32773,Petrol,Manual,1495,94,5,13.2,2.05
19008,Petrol,Manual,1197,80,5,17,5.25
32542,Petrol,Manual,1591,121.3,5,17,5.77
94753,Petrol,Manual,796,46.3,5,19.7,1.95
70000,Diesel,Manual,2179,120,8,12.05,7.45
68347,Petrol,Manual,998,67.1,5,18.9,2.6
72000,Petrol,Manual,1197,80,5,17,3.25
75014,Diesel,Manual,1248,73.9,5,21.1,3.85
65000,Diesel,Automatic,1995,148,5,13.73,7.5
55598,Diesel,Automatic,1995,190,5,22.69,11.5
50000,Petrol,Manual,1198,86.8,5,19.4,3.25
44200,Petrol,Manual,1997,134,5,11.7,1.5
65000,Diesel,Manual,1248,73.9,5,19.3,5.31
49000,Diesel,Manual,2179,140,7,16,9
7200,Petrol,Manual,1086,68.05,5,19.81,3.59
43152,Petrol,Manual,1373,91.1,5,20.73,7.35
112000,Diesel,Manual,2494,102,8,12.8,12
23540,Petrol,Manual,1197,82,5,18.9,6.02
82160,Diesel,Manual,1991,123.7,5,16.52,2.57
57000,Diesel,Manual,2696,162,7,12.83,12.45
39335,Diesel,Manual,2179,140,7,15.1,12.63
62000,Petrol,Manual,1497,117.3,5,17.4,7.75
60000,Diesel,Manual,1498,89.84,5,22.7,5.5
35000,Petrol,Manual,1197,81.83,5,18.6,4.43
32345,Diesel,Automatic,2143,136,5,17.9,24.51
47000,Petrol,Manual,814,55,5,22,2.65
65537,CNG,Manual,796,40.3,4,33.44,2.1
36000,Petrol,Manual,1496,88.7,5,17.6,3.2
75000,Diesel,Manual,1248,74,5,23.4,4.25
38000,Petrol,Manual,796,46.3,5,19.7,1.1
57818,Petrol,Manual,998,67.04,5,23.1,4.3
45000,Diesel,Manual,1498,89.84,5,22.7,8.9
75055,Diesel,Manual,1461,108.5,5,19.01,6.5
65462,Petrol,Automatic,2354,142,5,11.1,3.5
76206,Diesel,Manual,1248,75,5,17.8,4.25
25948,Diesel,Automatic,2179,140,7,16,16.46
28500,Petrol,Manual,1199,88.7,5,18.7,5.95
28004,Petrol,Manual,1497,117.3,5,17.8,7.1
25000,Petrol,Manual,1172,67,5,15.7,1.25
82543,Petrol,Manual,1373,93.7,7,16.02,5.5
30000,Petrol,Manual,1198,75,5,18.44,3.25
27800,Petrol,Manual,1497,118,5,17,5
33415,Petrol,Manual,1496,88.73,5,16.78,6.58
38000,Diesel,Automatic,1995,184,5,18.88,19.5
41981,Petrol,Manual,1199,88.7,5,18.7,6.14
77084,Diesel,Manual,1248,73.75,5,28.4,4.95
71803,Diesel,Manual,1598,103.5,5,20.5,5.75
73314,Diesel,Manual,2179,140,7,15.1,6.6
69053,Petrol,Automatic,1197,82,5,18.9,5.72
79782,Petrol,Manual,1497,118,5,17,2.6
250000,Diesel,Manual,2494,102,7,12.8,6.5
90000,Diesel,Manual,2179,140,7,15.1,6.1
130000,Diesel,Manual,1248,73.9,5,19.3,3.85
65000,Petrol,Manual,1598,103.6,5,15.04,4.5
46496,Diesel,Manual,1364,74,5,23.59,5.3
76000,Diesel,Automatic,1968,147.51,5,16.55,18.25
28002,Petrol,Manual,1373,93.7,7,16.02,5.75
63000,CNG,Manual,1798,138,5,14.53,3.35
70000,Petrol,Manual,796,37,4,16.1,0.9
66276,Petrol,Manual,1497,118,5,17,5.5
45000,Petrol,Manual,1197,85.8,5,19.1,3.99
67000,Petrol,Automatic,2494,158.2,5,19.16,18.75
43068,Diesel,Manual,1120,70,5,24,3.5
40000,Diesel,Automatic,2755,171.5,8,11.36,16.45
50436,Petrol,Manual,1197,78.9,5,20.36,3.65
21000,Petrol,Automatic,1197,82,5,18.9,5.4
2000,Diesel,Manual,1248,74,5,27.39,8.7
14500,Petrol,Automatic,1798,177.46,5,14.67,20.75
68782,Diesel,Automatic,2143,170,5,14.84,12.5
35888,Diesel,Manual,1248,73.9,5,21.1,1.89
168205,Diesel,Manual,1248,74,5,23.4,4
47000,Petrol,Manual,1799,130.2,5,14.8,3.95
93700,Diesel,Manual,1248,88.5,7,24.52,7.85
45000,Diesel,Manual,1582,126.24,5,22.7,7
55547,Diesel,Automatic,2982,168.5,7,12.55,24.99
69000,Petrol,Automatic,1197,103.6,5,17.21,4.5
88000,Diesel,Manual,1896,66,5,18.7,1.25
32400,Diesel,Manual,1498,88.8,5,20.14,3.95
79000,Petrol,Manual,1086,62.1,5,17.92,1.6
110000,Petrol,Manual,1495,94,5,13.2,0.6
45407,Petrol,Manual,814,55.2,5,21.1,3.39
136490,Diesel,Manual,2494,102,7,12.8,9.8
19000,Diesel,Manual,1248,74,5,26.8,5.91
19416,Petrol,Manual,1462,103.25,5,21.56,8.25
15500,Petrol,Manual,1298,85.8,5,17.5,3.75
12538,Petrol,Automatic,1497,117.3,5,18,12.5
62588,Diesel,Manual,1248,74,5,17.8,5.95
44328,Petrol,Manual,1198,86.8,5,19.4,3.8
63000,Diesel,Manual,1364,67.04,5,23.59,4.35
100000,Diesel,Automatic,2400,215,5,13.5,32.5
103000,Petrol,Manual,1193,64.08,5,15.64,3
50296,Diesel,Automatic,2755,171.5,7,11.36,19
95500,Diesel,Manual,1598,103.6,5,20.54,5
72100,Diesel,Manual,1498,89.84,5,22.7,5.45
19119,Petrol,Manual,998,67.1,5,18.9,2.7
30000,Petrol,Manual,2987,210,5,13,10.75
75600,Diesel,Manual,1498,88.8,5,20.14,5.8
137000,Petrol,Manual,1193,65.3,5,15.3,0.95
53500,Petrol,Manual,796,37,4,16.1,0.63
26101,Diesel,Manual,1956,170,5,17.1,17.55
7000,Petrol,Manual,998,67.1,5,24.07,3
50000,Diesel,Automatic,1968,141,5,19.3,15
30000,Diesel,Manual,1248,74,5,26.59,6
38151,Diesel,Manual,1248,88.5,5,28.09,7.65
116000,Diesel,Manual,2148,170,5,15.8,8.5
22000,Diesel,Manual,1399,68,5,20,2.25
60000,Petrol,Automatic,1798,138.1,5,14.53,4.65
38000,Diesel,Manual,1598,118,5,22.7,7.85
51928,Petrol,Manual,1196,70,5,15.6,3.46
3000,Petrol,Automatic,1199,88.7,5,19,8.25
67196,Petrol,Manual,993,60,5,17.3,1.25
100000,Diesel,Manual,2982,171,7,11.5,16
65218,Diesel,Manual,1248,88.5,5,26.21,7.4
53886,Petrol,Manual,799,53.3,5,25.17,3.07
50058,Petrol,Automatic,1197,80,5,19.2,3.84
64000,Petrol,Automatic,998,67.04,5,23.1,4.2
41641,Diesel,Manual,1396,88.7,5,21.38,10.82
44345,Diesel,Manual,1498,98.6,5,27.3,6.1
45501,Petrol,Manual,1497,118,5,17,3.1
104000,Petrol,Manual,1468,85.8,5,13.7,1
50297,Petrol,Manual,1498,97.6,5,16.95,4.69
87000,Petrol,Automatic,2354,177.6,5,11.7,5.4
120000,Diesel,Manual,2179,140,7,15.1,12
17000,Petrol,Manual,1197,81.83,5,18.6,6.5
100000,Diesel,Manual,1461,63.1,5,23.08,3
50979,Petrol,Automatic,1373,91.1,5,19.12,6.9
41000,Diesel,Manual,1598,103.6,5,20.54,4
24000,Petrol,Manual,1197,80,5,17,4.25
44738,Petrol,Manual,1798,138.1,5,14.53,5.1
37298,Diesel,Manual,1498,98.6,5,25.1,4.9
42000,Petrol,Manual,1197,81.8,5,20.4,3.6
45000,Diesel,Automatic,2143,203,5,14.21,34
102000,Diesel,Manual,2494,100.6,7,12.99,8.25
70000,Petrol,Manual,1298,88.2,5,16.1,1.3
27467,Diesel,Automatic,2143,167.62,5,19.27,39.05
15305,Petrol,Manual,1197,82,5,18.9,3.75
70000,Petrol,Manual,998,67.1,5,18.9,2.1
36778,Diesel,Manual,1498,98.59,5,22.77,8.8
25845,Petrol,Manual,1198,74,5,16.47,5.84
33858,Petrol,Automatic,1591,121.3,5,17.01,9.03
12000,Petrol,Automatic,999,67,5,24.04,3.25
33709,Petrol,Automatic,1198,86.8,5,16.5,4.9
32709,Petrol,Manual,1196,86.8,5,18.16,6.46
72000,Diesel,Manual,2982,171,7,11.5,18.5
31000,Diesel,Manual,1396,69.01,5,25,2.7
70000,Diesel,Manual,1498,99,5,25.83,4.6
61000,Diesel,Manual,1248,74,5,23.4,5.35
72000,Diesel,Manual,1461,63.1,5,23.08,2.3
49000,Diesel,Automatic,1968,141,5,19.3,15.45
42939,Diesel,Automatic,1968,138.03,5,16.96,12.49
32545,Diesel,Automatic,2967,241.4,7,12.07,48.76
54000,Petrol,Manual,1197,80,5,17,3.2
76000,Diesel,Automatic,1995,181,4,16.07,8.75
27000,Diesel,Manual,1396,88.73,5,21.19,5.99
120000,Diesel,Manual,2609,116.6,8,12.7,2.9
125000,Petrol,Automatic,3197,74,0,10.5,18
37000,Diesel,Manual,1399,68.05,5,20,1.8
42000,Petrol,Manual,2354,180,5,9.8,6.25
60000,Diesel,Manual,1396,88.76,5,21.9,5.45
3000,Diesel,Automatic,2179,187.7,5,16.36,52.5
44000,Petrol,Automatic,1591,121.4,5,17.1,5.6
37000,Petrol,Manual,1497,117.3,5,17.4,6.45
50000,Petrol,Manual,1197,82.85,5,18.5,3.7
58581,Petrol,Manual,1198,86.8,5,19.4,3.49
25500,Diesel,Manual,1396,88.76,5,21.9,3.55
25000,Petrol,Manual,2393,163.5,5,10.4,9
53766,Petrol,Manual,998,66.1,5,19,2.7
68000,Petrol,Manual,796,46.3,5,19.7,1.5
40000,Diesel,Manual,2179,140,7,16,15.9
73212,Diesel,Manual,1248,74,5,22.9,5.2
69000,Diesel,Automatic,1995,184,5,17.05,16.25
61932,Diesel,Automatic,1968,140,5,14.3,3.31
52000,Diesel,Automatic,1995,184,5,16.09,24
150000,Petrol,Manual,1197,85.8,5,18.5,2.5
70933,Diesel,Manual,1396,88.76,5,21.9,3.9
115195,Diesel,Manual,1248,74,5,25.2,3.85
62148,Petrol,Manual,1796,178,5,11.7,8.8
32000,Petrol,Manual,1798,138.03,5,14.28,4.95
58000,Diesel,Manual,1582,126.32,5,22.32,5.75
68598,Diesel,Manual,1461,108.45,5,19.01,6.17
84072,Diesel,Manual,1248,75,5,17.8,3.45
51264,Petrol,Manual,998,67.1,5,24.07,3.2
21363,Petrol,Automatic,1591,121.3,5,13,13.49
40000,Petrol,Automatic,1991,183,5,15.04,24.5
35000,Petrol,Automatic,2354,152,5,10.1,14.7
55000,Diesel,Manual,1498,89.84,5,22.7,6
43252,Diesel,Automatic,2143,204,5,13,34.18
42000,Diesel,Manual,1120,70,5,24,3.5
69000,Petrol,Manual,1388,68,5,16.6,2.15
14000,Diesel,Automatic,1582,126.2,5,17.6,11.25
70000,Petrol,Manual,998,66.1,5,19,2
35314,Diesel,Manual,1248,73.94,5,23.2,4.27
38691,Petrol,Manual,1497,117.3,5,17.8,7.68
72717,Diesel,Manual,2494,100.6,7,12.99,14.52
